rt,trial_type,trial_index,trial_number,time_elapsed,random_id,stimulus,response,task,word,condition,list,question_order,correct_answer,correct,file_name,participant_id,stimulus_list,word_1,word_2,word_3,word_4,word_5,word_6,word_7,word_8,word_9,word_10,word_11,word_12,word_13,word_14,word_15,likert_rating,experiment_about,feel_while_completing,subjective_task_difficulty,technical_issues,feedback,participant_is_group_member
2732,survey-likert,30,20,651195,pcpe2s6p8bw,NA,"{""Q0"":1}",recognition,Sugar,studied,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
5910,survey-likert,31,21,657108,pcpe2s6p8bw,NA,"{""Q0"":1}",recognition,Splinter,weakly related,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
2885,survey-likert,32,22,659995,pcpe2s6p8bw,NA,"{""Q0"":1}",recognition,Stitch,weakly related,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
2544,survey-likert,33,23,662541,pcpe2s6p8bw,NA,"{""Q0"":3}",recognition,Thread,studied,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
5835,survey-likert,34,24,668379,pcpe2s6p8bw,NA,"{""Q0"":3}",recognition,Pin,studied,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
3926,survey-likert,35,25,672308,pcpe2s6p8bw,NA,"{""Q0"":1}",recognition,Stop,unrelated,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
6183,survey-likert,36,26,678492,pcpe2s6p8bw,NA,"{""Q0"":0}",recognition,Fast,unrelated,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
3464,survey-likert,37,27,681957,pcpe2s6p8bw,NA,"{""Q0"":3}",recognition,Needle,critical,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
2884,survey-likert,38,28,684844,pcpe2s6p8bw,NA,"{""Q0"":3}",recognition,Smooth,studied,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
2032,survey-likert,39,29,686879,pcpe2s6p8bw,NA,"{""Q0"":2}",recognition,Rough,critical,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
2429,survey-likert,40,30,689311,pcpe2s6p8bw,NA,"{""Q0"":1}",recognition,Touch,studied,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
3846,survey-likert,41,31,693160,pcpe2s6p8bw,NA,"{""Q0"":0}",recognition,Chalk,weakly related,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
2963,survey-likert,42,32,696127,pcpe2s6p8bw,NA,"{""Q0"":0}",recognition,Key,unrelated,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
5781,survey-likert,43,33,701911,pcpe2s6p8bw,NA,"{""Q0"":0}",recognition,Spike,weakly related,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
2730,survey-likert,44,34,704644,pcpe2s6p8bw,NA,"{""Q0"":0}",recognition,Project,unrelated,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
2749,survey-likert,45,35,707395,pcpe2s6p8bw,NA,"{""Q0"":0}",recognition,Fish,unrelated,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
2745,survey-likert,46,36,710144,pcpe2s6p8bw,NA,"{""Q0"":0}",recognition,Calm,weakly related,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
2346,survey-likert,47,37,712493,pcpe2s6p8bw,NA,"{""Q0"":3}",recognition,Sleep,critical,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
4610,survey-likert,48,38,717107,pcpe2s6p8bw,NA,"{""Q0"":3}",recognition,Tired,studied,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
2953,survey-likert,49,39,720062,pcpe2s6p8bw,NA,"{""Q0"":3}",recognition,Bed,studied,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
4142,survey-likert,50,40,724207,pcpe2s6p8bw,NA,"{""Q0"":0}",recognition,Chess,unrelated,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
1801,survey-likert,51,41,726010,pcpe2s6p8bw,NA,"{""Q0"":0}",recognition,Coma,weakly related,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
2093,survey-likert,52,42,728107,pcpe2s6p8bw,NA,"{""Q0"":3}",recognition,Mountain,critical,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
1648,survey-likert,53,43,729758,pcpe2s6p8bw,NA,"{""Q0"":3}",recognition,Peak,studied,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
6853,survey-likert,54,44,736612,pcpe2s6p8bw,NA,"{""Q0"":1}",recognition,Draw,unrelated,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
3745,survey-likert,55,45,740359,pcpe2s6p8bw,NA,"{""Q0"":1}",recognition,Snow,weakly related,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
3430,survey-likert,56,46,743791,pcpe2s6p8bw,NA,"{""Q0"":1}",recognition,Car,unrelated,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
3285,survey-likert,57,47,747078,pcpe2s6p8bw,NA,"{""Q0"":2}",recognition,Hike,weakly related,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
3812,survey-likert,58,48,750893,pcpe2s6p8bw,NA,"{""Q0"":2}",recognition,Hill,studied,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
4848,survey-likert,59,49,755744,pcpe2s6p8bw,NA,"{""Q0"":0}",recognition,Click: Definitely New,attention_check,none,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
1207,html-keyboard-response,62,50,790265,pcpe2s6p8bw,<h1>Peak</h1>,s,speed_game,Peak,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
1402,html-keyboard-response,64,51,792473,pcpe2s6p8bw,<h1>Click N</h1>,n,speed_attention_check,NA,NA,NA,NA,NA,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
1020,html-keyboard-response,65,52,793496,pcpe2s6p8bw,<h1>Couch</h1>,s,speed_game,Couch,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
1636,html-keyboard-response,67,53,795938,pcpe2s6p8bw,<h1>Touch</h1>,s,speed_game,Touch,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
830,html-keyboard-response,69,54,797575,pcpe2s6p8bw,<h1>Rough</h1>,s,speed_game,Rough,NA,NA,NA,n,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
873,html-keyboard-response,71,55,799253,pcpe2s6p8bw,<h1>Hill</h1>,s,speed_game,Hill,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
2386,html-keyboard-response,73,56,802444,pcpe2s6p8bw,<h1>Sugar</h1>,s,speed_game,Sugar,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
694,html-keyboard-response,75,57,803945,pcpe2s6p8bw,<h1>Sleep</h1>,s,speed_game,Sleep,NA,NA,NA,n,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
4095,html-keyboard-response,77,58,808846,pcpe2s6p8bw,<h1>Chair</h1>,s,speed_game,Chair,NA,NA,NA,n,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
893,html-keyboard-response,79,59,810545,pcpe2s6p8bw,<h1>Table</h1>,s,speed_game,Table,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
857,html-keyboard-response,81,60,812209,pcpe2s6p8bw,<h1>Thread</h1>,s,speed_game,Thread,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
692,html-keyboard-response,83,61,813706,pcpe2s6p8bw,<h1>Bed</h1>,s,speed_game,Bed,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
942,html-keyboard-response,85,62,815454,pcpe2s6p8bw,<h1>Mountain</h1>,s,speed_game,Mountain,NA,NA,NA,n,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
911,html-keyboard-response,87,63,817171,pcpe2s6p8bw,<h1>Sweet</h1>,s,speed_game,Sweet,NA,NA,NA,n,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
900,html-keyboard-response,89,64,818876,pcpe2s6p8bw,<h1>Smooth</h1>,s,speed_game,Smooth,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
765,html-keyboard-response,91,65,820446,pcpe2s6p8bw,<h1>Tired</h1>,s,speed_game,Tired,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
1026,html-keyboard-response,93,66,822277,pcpe2s6p8bw,<h1>Sour</h1>,s,speed_game,Sour,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
764,html-keyboard-response,95,67,823846,pcpe2s6p8bw,<h1>Pin</h1>,s,speed_game,Pin,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
788,html-keyboard-response,97,68,825438,pcpe2s6p8bw,<h1>Needle</h1>,s,speed_game,Needle,NA,NA,NA,n,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pcpe2s6p8bw_1772138049654.csv,lynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,maybe something about word association and fake memories,normal?,easy/moderately easy,no,no,FALSE
40707,survey-text,5,1,95455,pe2cg045kwa,NA,"{""Q0"":"""",""Q1"":""road"",""Q2"":""jacket"",""Q3"":""sandpaper"",""Q4"":"""",""Q5"":"""",""Q6"":"""",""Q7"":""sand"",""Q8"":"""",""Q9"":"""",""Q10"":"""",""Q11"":"""",""Q12"":"""",""Q13"":"""",""Q14"":""gravel""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,stimuli/Cogs 119 List 4.wav,,road,jacket,sandpaper,,,,sand,,,,,,,gravel,NA,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
26249,survey-text,7,2,148154,pe2cg045kwa,NA,"{""Q0"":""threat "",""Q1"":"""",""Q2"":"""",""Q3"":"""",""Q4"":"""",""Q5"":"""",""Q6"":"""",""Q7"":"""",""Q8"":"""",""Q9"":""hurt"",""Q10"":""injection"",""Q11"":"""",""Q12"":"""",""Q13"":""clock"",""Q14"":""netting ""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,stimuli/Cogs 119 List 3.wav,threat ,,,,,,,,,hurt,injection,,,clock,netting ,NA,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
24853,survey-text,9,3,199785,pe2cg045kwa,NA,"{""Q0"":""table"",""Q1"":""leg"",""Q2"":""sit"",""Q3"":""desk "",""Q4"":"""",""Q5"":"""",""Q6"":"""",""Q7"":"""",""Q8"":"""",""Q9"":"""",""Q10"":"""",""Q11"":"""",""Q12"":""sitting "",""Q13"":""rocking"",""Q14"":""bench""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,stimuli/Cogs 119 List 1.wav,table,leg,sit,desk ,,,,,,,,,sitting ,rocking,bench,NA,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
31170,survey-text,11,4,257901,pe2cg045kwa,NA,"{""Q0"":""bed"",""Q1"":""rest"",""Q2"":""awake"",""Q3"":"""",""Q4"":"""",""Q5"":"""",""Q6"":"""",""Q7"":"""",""Q8"":"""",""Q9"":""nap"",""Q10"":""peace"",""Q11"":"""",""Q12"":"""",""Q13"":""yawn"",""Q14"":""""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,stimuli/Cogs 119 List 5.wav,bed,rest,awake,,,,,,,nap,peace,,,yawn,,NA,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
24780,survey-text,13,5,309600,pe2cg045kwa,NA,"{""Q0"":""hill"",""Q1"":""valley"",""Q2"":""summit"",""Q3"":""climb"",""Q4"":"""",""Q5"":"""",""Q6"":"""",""Q7"":"""",""Q8"":"""",""Q9"":"""",""Q10"":"""",""Q11"":"""",""Q12"":"""",""Q13"":"""",""Q14"":""ski""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,stimuli/Cogs 119 List 2.wav,hill,valley,summit,climb,,,,,,,,,,,ski,NA,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
36884,survey-text,15,6,373634,pe2cg045kwa,NA,"{""Q0"":""sour"",""Q1"":""candy"",""Q2"":""bitter"",""Q3"":""good "",""Q4"":""taste "",""Q5"":"""",""Q6"":"""",""Q7"":"""",""Q8"":"""",""Q9"":"""",""Q10"":"""",""Q11"":""tart "",""Q12"":"""",""Q13"":""cake"",""Q14"":""pie""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,stimuli/Cogs 119 List 6.wav,sour,candy,bitter,good ,taste ,,,,,,,tart ,,cake,pie,NA,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
4480,survey-likert,17,7,384850,pe2cg045kwa,NA,"{""Q0"":0}",recognition,Spike,weakly related,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
1497,survey-likert,18,8,386350,pe2cg045kwa,NA,"{""Q0"":0}",recognition,Touch,studied,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
3164,survey-likert,19,9,389516,pe2cg045kwa,NA,"{""Q0"":0}",recognition,Key,unrelated,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
2098,survey-likert,20,10,391616,pe2cg045kwa,NA,"{""Q0"":0}",recognition,Smooth,studied,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
3930,survey-likert,21,11,395549,pe2cg045kwa,NA,"{""Q0"":2}",recognition,Rough,critical,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
